datetime,AccX,AccY,AccZ,AsX,AsY,AsZ,AngX,AngY,AngZ
2025-11-14 23:49:41.375,-0.006,-1.009,-0.003,-0.305,-0.244,0.244,-88.951,2.285,-151.298
2025-11-14 23:49:41.375,-0.006,-1.008,-0.004,-0.305,-0.122,0.366,-88.951,2.285,-151.298
2025-11-14 23:49:41.375,-0.006,-1.008,-0.004,-0.305,-0.244,0.305,-88.951,2.285,-151.298
2025-11-14 23:49:41.375,-0.005,-1.008,-0.004,-0.305,-0.244,0.366,-88.951,2.285,-151.293
2025-11-14 23:49:41.481,-0.005,-1.007,-0.004,-0.305,-0.244,0.366,-88.951,2.285,-151.293
2025-11-14 23:49:41.481,-0.005,-1.006,-0.003,-0.244,-0.183,0.366,-88.951,2.285,-151.287
2025-11-14 23:49:41.481,-0.005,-1.007,-0.003,-0.305,-0.244,0.305,-88.951,2.285,-151.287
2025-11-14 23:49:41.481,-0.005,-1.008,-0.004,-0.305,-0.183,0.305,-88.951,2.285,-151.287
2025-11-14 23:49:41.481,-0.005,-1.008,-0.003,-0.305,-0.244,0.305,-88.951,2.285,-151.282
2025-11-14 23:49:41.481,-0.005,-1.007,-0.004,-0.305,-0.122,0.305,-88.951,2.285,-151.282
2025-11-14 23:49:41.481,-0.004,-1.006,-0.004,-0.244,-0.183,0.305,-88.951,2.285,-151.282
2025-11-14 23:49:41.482,-0.005,-1.006,-0.003,-0.244,-0.183,0.305,-88.951,2.285,-151.276
2025-11-14 23:49:41.486,-0.005,-1.006,-0.003,-0.244,-0.183,0.305,-88.951,2.285,-151.276
2025-11-14 23:49:41.486,-0.005,-1.006,-0.002,-0.244,-0.183,0.305,-88.951,2.285,-151.276
2025-11-14 23:49:41.486,-0.005,-1.007,-0.003,-0.305,-0.183,0.305,-88.951,2.285,-151.271
2025-11-14 23:49:41.486,-0.005,-1.007,-0.004,-0.244,-0.183,0.305,-88.951,2.285,-151.271
2025-11-14 23:49:41.605,-0.005,-1.008,-0.003,-0.305,-0.122,0.305,-88.951,2.285,-151.271
2025-11-14 23:49:41.606,-0.005,-1.009,-0.003,-0.305,-0.183,0.366,-88.951,2.285,-151.265
2025-11-14 23:49:41.606,-0.005,-1.008,-0.004,-0.244,-0.183,0.305,-88.951,2.285,-151.265
2025-11-14 23:49:41.606,-0.005,-1.009,-0.004,-0.244,-0.183,0.366,-88.951,2.285,-151.265
2025-11-14 23:49:41.606,-0.005,-1.007,-0.002,-0.305,-0.183,0.305,-88.951,2.285,-151.26
2025-11-14 23:49:41.606,-0.005,-1.007,-0.001,-0.305,-0.183,0.305,-88.951,2.285,-151.26
2025-11-14 23:49:41.606,-0.004,-1.006,-0.004,-0.244,-0.244,0.305,-88.951,2.285,-151.26
2025-11-14 23:49:41.606,-0.004,-1.007,-0.004,-0.244,-0.244,0.305,-88.951,2.285,-151.254
2025-11-14 23:49:41.665,-0.005,-1.009,-0.004,-0.244,-0.244,0.305,-88.951,2.285,-151.254
2025-11-14 23:49:41.665,-0.005,-1.007,-0.003,-0.366,-0.183,0.305,-88.951,2.285,-151.249
2025-11-14 23:49:41.665,-0.005,-1.008,-0.004,-0.305,-0.244,0.305,-88.951,2.285,-151.249
2025-11-14 23:49:41.665,-0.005,-1.008,-0.003,-0.244,-0.122,0.244,-88.951,2.285,-151.249
2025-11-14 23:49:41.667,-0.006,-1.008,-0.004,-0.244,-0.183,0.244,-88.951,2.285,-151.243
2025-11-14 23:49:41.667,-0.005,-1.009,-0.003,-0.244,-0.183,0.305,-88.951,2.285,-151.243
2025-11-14 23:49:41.667,-0.005,-1.008,-0.004,-0.244,-0.244,0.244,-88.951,2.285,-151.243
2025-11-14 23:49:41.667,-0.005,-1.008,-0.003,-0.244,-0.183,0.244,-88.951,2.285,-151.238
2025-11-14 23:49:41.671,-0.004,-1.008,-0.003,-0.305,-0.244,0.244,-88.951,2.285,-151.238
2025-11-14 23:49:41.671,-0.005,-1.008,-0.003,-0.305,-0.244,0.305,-88.951,2.28,-151.232
2025-11-14 23:49:41.671,-0.006,-1.007,-0.004,-0.305,-0.183,0.244,-88.951,2.28,-151.232
2025-11-14 23:49:41.671,-0.006,-1.01,-0.005,-0.305,-0.244,0.305,-88.951,2.28,-151.232
2025-11-14 23:49:41.776,-0.005,-1.008,-0.004,-0.244,-0.244,0.366,-88.951,2.28,-151.227
2025-11-14 23:49:41.776,-0.004,-1.008,-0.003,-0.244,-0.244,0.305,-88.951,2.28,-151.227
2025-11-14 23:49:41.776,-0.004,-1.008,-0.004,-0.305,-0.183,0.305,-88.951,2.28,-151.221
2025-11-14 23:49:41.776,-0.005,-1.009,-0.003,-0.305,-0.122,0.305,-88.951,2.28,-151.221
2025-11-14 23:49:41.776,-0.005,-1.008,-0.003,-0.305,-0.122,0.305,-88.951,2.28,-151.221
2025-11-14 23:49:41.776,-0.005,-1.008,-0.003,-0.305,-0.244,0.366,-88.951,2.28,-151.221
2025-11-14 23:49:41.776,-0.005,-1.008,-0.003,-0.305,-0.183,0.305,-88.951,2.28,-151.216
2025-11-14 23:49:41.776,-0.005,-1.007,-0.004,-0.244,-0.244,0.366,-88.951,2.28,-151.216
2025-11-14 23:49:41.787,-0.004,-1.008,-0.003,-0.244,-0.122,0.305,-88.951,2.285,-151.21
2025-11-14 23:49:41.787,-0.005,-1.008,-0.003,-0.244,-0.244,0.305,-88.951,2.28,-151.21
2025-11-14 23:49:41.787,-0.006,-1.007,-0.002,-0.244,-0.122,0.366,-88.951,2.285,-151.21
2025-11-14 23:49:41.787,-0.005,-1.008,-0.004,-0.305,-0.183,0.305,-88.951,2.285,-151.205
2025-11-14 23:49:41.888,-0.005,-1.007,-0.003,-0.244,-0.122,0.244,-88.951,2.28,-151.205
2025-11-14 23:49:41.888,-0.006,-1.006,-0.003,-0.244,-0.183,0.366,-88.951,2.28,-151.205
2025-11-14 23:49:41.888,-0.006,-1.006,-0.002,-0.244,-0.183,0.305,-88.951,2.285,-151.205
2025-11-14 23:49:41.888,-0.005,-1.007,-0.003,-0.244,-0.183,0.305,-88.945,2.285,-151.199
2025-11-14 23:49:41.888,-0.005,-1.007,-0.003,-0.305,-0.183,0.305,-88.945,2.28,-151.199
2025-11-14 23:49:41.888,-0.004,-1.007,-0.004,-0.305,-0.244,0.305,-88.945,2.28,-151.199
2025-11-14 23:49:41.888,-0.005,-1.009,-0.003,-0.305,-0.183,0.366,-88.951,2.285,-151.194
2025-11-14 23:49:41.888,-0.006,-1.009,-0.002,-0.305,-0.244,0.305,-88.951,2.285,-151.194
2025-11-14 23:49:41.908,-0.005,-1.007,-0.003,-0.244,-0.183,0.244,-88.945,2.28,-151.188
2025-11-14 23:49:41.908,-0.006,-1.007,-0.002,-0.305,-0.244,0.305,-88.951,2.28,-151.188
2025-11-14 23:49:41.908,-0.005,-1.008,-0.003,-0.305,-0.244,0.305,-88.951,2.28,-151.183
2025-11-14 23:49:41.908,-0.006,-1.007,-0.003,-0.305,-0.244,0.305,-88.951,2.28,-151.183
2025-11-14 23:49:42.017,-0.005,-1.008,-0.004,-0.305,-0.244,0.366,-88.951,2.28,-151.183
2025-11-14 23:49:42.017,-0.005,-1.008,-0.003,-0.244,-0.183,0.366,-88.951,2.285,-151.177
2025-11-14 23:49:42.017,-0.005,-1.009,-0.004,-0.305,-0.183,0.305,-88.951,2.285,-151.177
2025-11-14 23:49:42.017,-0.005,-1.008,-0.003,-0.244,-0.183,0.305,-88.951,2.285,-151.177
2025-11-14 23:49:42.017,-0.006,-1.007,-0.003,-0.305,-0.183,0.366,-88.951,2.285,-151.172
2025-11-14 23:49:42.017,-0.005,-1.005,-0.004,-0.305,-0.305,0.305,-88.951,2.285,-151.172
2025-11-14 23:49:42.017,-0.005,-1.005,-0.004,-0.305,-0.305,0.366,-88.951,2.285,-151.166
2025-11-14 23:49:42.017,-0.005,-1.007,-0.003,-0.305,-0.183,0.366,-88.951,2.285,-151.166
2025-11-14 23:49:42.025,-0.004,-1.006,-0.002,-0.244,-0.183,0.305,-88.951,2.285,-151.161
2025-11-14 23:49:42.025,-0.005,-1.005,-0.003,-0.305,-0.183,0.305,-88.951,2.285,-151.161
2025-11-14 23:49:42.026,-0.005,-1.007,-0.004,-0.305,-0.244,0.366,-88.951,2.285,-151.161
2025-11-14 23:49:42.026,-0.005,-1.007,-0.004,-0.305,-0.183,0.305,-88.951,2.285,-151.155
2025-11-14 23:49:42.130,-0.006,-1.005,-0.004,-0.305,-0.183,0.366,-88.951,2.285,-151.155
2025-11-14 23:49:42.130,-0.005,-1.006,-0.003,-0.244,-0.183,0.305,-88.951,2.285,-151.155
2025-11-14 23:49:42.130,-0.005,-1.006,-0.003,-0.305,-0.122,0.244,-88.951,2.285,-151.15
2025-11-14 23:49:42.130,-0.005,-1.007,-0.002,-0.244,-0.244,0.305,-88.951,2.285,-151.15
2025-11-14 23:49:42.145,-0.005,-1.006,-0.002,-0.244,-0.183,0.305,-88.951,2.285,-151.15
2025-11-14 23:49:42.145,-0.005,-1.006,-0.004,-0.244,-0.183,0.305,-88.951,2.285,-151.144
2025-11-14 23:49:42.145,-0.005,-1.006,-0.003,-0.244,-0.183,0.366,-88.945,2.285,-151.144
2025-11-14 23:49:42.145,-0.005,-1.007,-0.003,-0.305,-0.244,0.366,-88.945,2.285,-151.144
2025-11-14 23:49:42.187,-0.005,-1.007,-0.003,-0.305,-0.061,0.366,-88.951,2.285,-151.139
2025-11-14 23:49:42.187,-0.005,-1.007,-0.003,-0.305,-0.183,0.244,-88.951,2.285,-151.139
2025-11-14 23:49:42.187,-0.005,-1.006,-0.005,-0.305,-0.183,0.305,-88.951,2.285,-151.139
2025-11-14 23:49:42.187,-0.006,-1.006,-0.004,-0.305,-0.183,0.366,-88.951,2.285,-151.133
2025-11-14 23:49:42.288,-0.005,-1.008,-0.003,-0.305,-0.183,0.366,-88.951,2.285,-151.133
2025-11-14 23:49:42.288,-0.006,-1.009,-0.003,-0.244,-0.244,0.305,-88.951,2.285,-151.133
2025-11-14 23:49:42.288,-0.005,-1.009,-0.003,-0.305,-0.183,0.305,-88.951,2.285,-151.128
2025-11-14 23:49:42.288,-0.005,-1.007,-0.003,-0.305,-0.244,0.305,-88.951,2.285,-151.128
2025-11-14 23:49:42.288,-0.006,-1.008,-0.003,-0.244,-0.183,0.305,-88.951,2.285,-151.122
2025-11-14 23:49:42.288,-0.005,-1.009,-0.003,-0.244,-0.122,0.305,-88.951,2.285,-151.122
2025-11-14 23:49:42.288,-0.006,-1.01,-0.003,-0.305,-0.183,0.244,-88.951,2.285,-151.122
2025-11-14 23:49:42.288,-0.006,-1.007,-0.004,-0.305,-0.183,0.366,-88.951,2.285,-151.122
2025-11-14 23:49:42.288,-0.006,-1.007,-0.003,-0.244,-0.183,0.366,-88.951,2.285,-151.117
2025-11-14 23:49:42.288,-0.006,-1.008,-0.003,-0.244,-0.244,0.244,-88.945,2.285,-151.117
2025-11-14 23:49:42.289,-0.005,-1.008,-0.004,-0.244,-0.183,0.305,-88.945,2.285,-151.111
2025-11-14 23:49:42.289,-0.006,-1.009,-0.003,-0.244,-0.244,0.305,-88.945,2.285,-151.111
2025-11-14 23:49:42.464,-0.006,-1.008,-0.004,-0.244,-0.122,0.305,-88.945,2.285,-151.111
2025-11-14 23:49:42.464,-0.005,-1.008,-0.003,-0.244,-0.122,0.305,-88.945,2.285,-151.111
2025-11-14 23:49:42.464,-0.005,-1.007,-0.004,-0.305,-0.305,0.305,-88.945,2.285,-151.106
2025-11-14 23:49:42.464,-0.006,-1.008,-0.003,-0.244,-0.244,0.244,-88.945,2.285,-151.106
2025-11-14 23:49:42.464,-0.005,-1.007,-0.003,-0.244,-0.244,0.244,-88.945,2.285,-151.1
2025-11-14 23:49:42.464,-0.005,-1.009,-0.003,-0.305,-0.061,0.305,-88.945,2.285,-151.1
2025-11-14 23:49:42.464,-0.006,-1.008,-0.003,-0.244,-0.244,0.305,-88.945,2.285,-151.1
2025-11-14 23:49:42.464,-0.005,-1.008,-0.003,-0.305,-0.244,0.305,-88.945,2.285,-151.095
2025-11-14 23:49:42.464,-0.005,-1.008,-0.003,-0.305,-0.244,0.305,-88.945,2.285,-151.095
2025-11-14 23:49:42.464,-0.004,-1.007,-0.003,-0.305,-0.183,0.366,-88.945,2.285,-151.089
