datetime,AccX,AccY,AccZ
,-0.021,-1.003,0.072
,-0.023,-1.006,0.073
,-0.021,-1.003,0.073
,-0.022,-1.001,0.071
2025-11-13 23:04:50.191,-0.021,-1.003,0.072
2025-11-13 23:04:50.191,-0.023,-1.006,0.073
2025-11-13 23:04:50.191,-0.021,-1.003,0.073
2025-11-13 23:04:50.191,-0.022,-1.001,0.071
,-0.021,-1.0,0.072
,-0.018,-1.003,0.073
,-0.023,-1.005,0.07
,-0.02,-1.001,0.073
,-0.022,-1.001,0.072
,-0.021,-1.003,0.071
,-0.018,-1.003,0.073
,-0.022,-1.004,0.071
2025-11-13 23:04:50.293,-0.021,-1.0,0.072
2025-11-13 23:04:50.293,-0.018,-1.003,0.073
2025-11-13 23:04:50.293,-0.023,-1.005,0.07
2025-11-13 23:04:50.293,-0.02,-1.001,0.073
2025-11-13 23:04:50.293,-0.022,-1.001,0.072
2025-11-13 23:04:50.293,-0.021,-1.003,0.071
2025-11-13 23:04:50.293,-0.018,-1.003,0.073
2025-11-13 23:04:50.293,-0.022,-1.004,0.071
,-0.02,-1.002,0.073
,-0.02,-1.002,0.072
,-0.022,-1.004,0.071
,-0.019,-1.003,0.073
2025-11-13 23:04:50.311,-0.02,-1.002,0.073
2025-11-13 23:04:50.311,-0.02,-1.002,0.072
2025-11-13 23:04:50.311,-0.022,-1.004,0.071
2025-11-13 23:04:50.311,-0.019,-1.003,0.073
,-0.023,-1.002,0.071
,-0.022,-1.0,0.073
,-0.019,-1.0,0.074
,-0.023,-1.003,0.072
,-0.019,-1.002,0.074
,-0.021,-1.001,0.073
,-0.023,-1.0,0.071
,-0.019,-1.001,0.073
,-0.022,-1.005,0.073
,-0.021,-1.006,0.072
,-0.02,-1.0,0.071
,-0.023,-1.002,0.07
2025-11-13 23:04:50.441,-0.023,-1.002,0.071
2025-11-13 23:04:50.441,-0.022,-1.0,0.073
2025-11-13 23:04:50.441,-0.019,-1.0,0.074
2025-11-13 23:04:50.441,-0.023,-1.003,0.072
2025-11-13 23:04:50.441,-0.019,-1.002,0.074
2025-11-13 23:04:50.441,-0.021,-1.001,0.073
2025-11-13 23:04:50.441,-0.023,-1.0,0.071
2025-11-13 23:04:50.441,-0.019,-1.001,0.073
2025-11-13 23:04:50.441,-0.022,-1.005,0.073
2025-11-13 23:04:50.441,-0.021,-1.006,0.072
2025-11-13 23:04:50.441,-0.02,-1.0,0.071
2025-11-13 23:04:50.441,-0.023,-1.002,0.07
,-0.019,-1.003,0.075
,-0.022,-1.007,0.072
,-0.021,-1.002,0.072
,-0.02,-0.998,0.073
2025-11-13 23:04:50.468,-0.019,-1.003,0.075
2025-11-13 23:04:50.468,-0.022,-1.007,0.072
2025-11-13 23:04:50.468,-0.021,-1.002,0.072
2025-11-13 23:04:50.468,-0.02,-0.998,0.073
,-0.022,-1.002,0.071
,-0.021,-1.005,0.074
,-0.021,-1.005,0.071
,-0.022,-1.003,0.071
2025-11-13 23:04:50.495,-0.022,-1.002,0.071
2025-11-13 23:04:50.495,-0.021,-1.005,0.074
2025-11-13 23:04:50.495,-0.021,-1.005,0.071
2025-11-13 23:04:50.495,-0.022,-1.003,0.071
,-0.019,-1.0,0.074
,-0.022,-1.002,0.072
,-0.02,-1.006,0.072
,-0.019,-1.004,0.073
,-0.023,-1.004,0.071
,-0.018,-1.0,0.074
,-0.021,-1.002,0.072
,-0.022,-1.004,0.072
2025-11-13 23:04:50.605,-0.019,-1.0,0.074
2025-11-13 23:04:50.605,-0.022,-1.002,0.072
2025-11-13 23:04:50.605,-0.02,-1.006,0.072
2025-11-13 23:04:50.605,-0.019,-1.004,0.073
2025-11-13 23:04:50.605,-0.023,-1.004,0.071
2025-11-13 23:04:50.605,-0.018,-1.0,0.074
2025-11-13 23:04:50.605,-0.021,-1.002,0.072
2025-11-13 23:04:50.605,-0.022,-1.004,0.072
,-0.018,-1.002,0.073
,-0.022,-1.002,0.072
,-0.021,-1.0,0.073
,-0.021,-1.002,0.072
2025-11-13 23:04:50.610,-0.018,-1.002,0.073
2025-11-13 23:04:50.610,-0.022,-1.002,0.072
2025-11-13 23:04:50.610,-0.021,-1.0,0.073
2025-11-13 23:04:50.610,-0.021,-1.002,0.072
,-0.022,-1.006,0.072
,-0.018,-1.003,0.075
,-0.022,-1.002,0.071
,-0.022,-1.003,0.072
,-0.019,-1.003,0.073
,-0.022,-1.006,0.071
,-0.019,-1.003,0.073
,-0.021,-1.003,0.071
,-0.022,-1.005,0.072
,-0.019,-1.005,0.074
,-0.022,-1.004,0.071
,-0.02,-1.001,0.073
2025-11-13 23:04:50.751,-0.022,-1.006,0.072
2025-11-13 23:04:50.751,-0.018,-1.003,0.075
2025-11-13 23:04:50.751,-0.022,-1.002,0.071
2025-11-13 23:04:50.751,-0.022,-1.003,0.072
2025-11-13 23:04:50.751,-0.019,-1.003,0.073
2025-11-13 23:04:50.751,-0.022,-1.006,0.071
2025-11-13 23:04:50.751,-0.019,-1.003,0.073
2025-11-13 23:04:50.751,-0.021,-1.003,0.071
2025-11-13 23:04:50.751,-0.022,-1.005,0.072
2025-11-13 23:04:50.751,-0.019,-1.005,0.074
2025-11-13 23:04:50.751,-0.022,-1.004,0.071
2025-11-13 23:04:50.751,-0.02,-1.001,0.073
,-0.021,-1.001,0.072
,-0.021,-1.005,0.072
,-0.019,-1.004,0.074
,-0.021,-1.004,0.071
2025-11-13 23:04:50.797,-0.021,-1.001,0.072
2025-11-13 23:04:50.797,-0.021,-1.005,0.072
2025-11-13 23:04:50.797,-0.019,-1.004,0.074
2025-11-13 23:04:50.797,-0.021,-1.004,0.071
,-0.021,-1.003,0.072
,-0.019,-1.001,0.073
,-0.022,-1.003,0.07
,-0.02,-1.002,0.072
,-0.021,-1.001,0.071
,-0.022,-1.001,0.071
,-0.018,-1.001,0.073
,-0.022,-1.003,0.072
2025-11-13 23:04:50.898,-0.021,-1.003,0.072
2025-11-13 23:04:50.899,-0.019,-1.001,0.073
2025-11-13 23:04:50.899,-0.022,-1.003,0.07
2025-11-13 23:04:50.899,-0.02,-1.002,0.072
2025-11-13 23:04:50.899,-0.021,-1.001,0.071
2025-11-13 23:04:50.899,-0.022,-1.001,0.071
2025-11-13 23:04:50.899,-0.018,-1.001,0.073
2025-11-13 23:04:50.899,-0.022,-1.003,0.072
,-0.02,-1.003,0.073
,-0.022,-1.004,0.071
,-0.018,-1.002,0.074
,-0.021,-1.004,0.071
2025-11-13 23:04:50.915,-0.02,-1.003,0.073
2025-11-13 23:04:50.916,-0.022,-1.004,0.071
2025-11-13 23:04:50.916,-0.018,-1.002,0.074
2025-11-13 23:04:50.916,-0.021,-1.004,0.071
,-0.021,-1.003,0.073
,-0.019,-1.0,0.072
,-0.024,-1.003,0.07
,-0.02,-1.004,0.073
,-0.021,-1.003,0.072
,-0.02,-1.002,0.072
,-0.018,-1.0,0.072
,-0.022,-1.001,0.07
,-0.02,-1.002,0.073
,-0.02,-1.002,0.073
,-0.022,-1.004,0.072
,-0.02,-1.001,0.073
2025-11-13 23:04:51.040,-0.021,-1.003,0.073
2025-11-13 23:04:51.040,-0.019,-1.0,0.072
2025-11-13 23:04:51.040,-0.024,-1.003,0.07
2025-11-13 23:04:51.040,-0.02,-1.004,0.073
2025-11-13 23:04:51.040,-0.021,-1.003,0.072
2025-11-13 23:04:51.040,-0.02,-1.002,0.072
2025-11-13 23:04:51.040,-0.018,-1.0,0.072
2025-11-13 23:04:51.040,-0.022,-1.001,0.07
2025-11-13 23:04:51.040,-0.02,-1.002,0.073
2025-11-13 23:04:51.040,-0.02,-1.002,0.073
2025-11-13 23:04:51.040,-0.022,-1.004,0.072
2025-11-13 23:04:51.040,-0.02,-1.001,0.073
,-0.023,-1.003,0.073
,-0.021,-1.002,0.072
,-0.02,-1.002,0.071
,-0.022,-1.003,0.071
2025-11-13 23:04:51.060,-0.023,-1.003,0.073
2025-11-13 23:04:51.060,-0.021,-1.002,0.072
2025-11-13 23:04:51.060,-0.02,-1.002,0.071
2025-11-13 23:04:51.060,-0.022,-1.003,0.071
,-0.019,-1.001,0.073
,-0.021,-1.002,0.071
,-0.022,-1.003,0.072
,-0.02,-1.002,0.073
,-0.022,-1.002,0.072
,-0.02,-1.003,0.073
,-0.021,-1.003,0.073
,-0.022,-1.004,0.071
,-0.02,-1.002,0.072
,-0.022,-1.003,0.071
,-0.021,-1.002,0.072
,-0.02,-1.002,0.073
2025-11-13 23:04:51.191,-0.019,-1.001,0.073
2025-11-13 23:04:51.191,-0.021,-1.002,0.071
2025-11-13 23:04:51.191,-0.022,-1.003,0.072
2025-11-13 23:04:51.191,-0.02,-1.002,0.073
2025-11-13 23:04:51.191,-0.022,-1.002,0.072
2025-11-13 23:04:51.191,-0.02,-1.003,0.073
2025-11-13 23:04:51.191,-0.021,-1.003,0.073
2025-11-13 23:04:51.191,-0.022,-1.004,0.071
2025-11-13 23:04:51.191,-0.02,-1.002,0.072
2025-11-13 23:04:51.191,-0.022,-1.003,0.071
2025-11-13 23:04:51.191,-0.021,-1.002,0.072
2025-11-13 23:04:51.191,-0.02,-1.002,0.073
,-0.023,-1.003,0.071
,-0.02,-1.003,0.073
,-0.021,-1.003,0.072
,-0.021,-1.003,0.073
2025-11-13 23:04:51.242,-0.023,-1.003,0.071
2025-11-13 23:04:51.242,-0.02,-1.003,0.073
2025-11-13 23:04:51.242,-0.021,-1.003,0.072
2025-11-13 23:04:51.242,-0.021,-1.003,0.073
,-0.02,-1.002,0.072
,-0.023,-1.004,0.071
,-0.02,-1.003,0.073
,-0.021,-1.003,0.071
,-0.021,-1.003,0.071
,-0.018,-1.002,0.074
,-0.022,-1.003,0.071
,-0.021,-1.002,0.072
2025-11-13 23:04:51.354,-0.02,-1.002,0.072
2025-11-13 23:04:51.354,-0.023,-1.004,0.071
2025-11-13 23:04:51.354,-0.02,-1.003,0.073
2025-11-13 23:04:51.354,-0.021,-1.003,0.071
2025-11-13 23:04:51.354,-0.021,-1.003,0.071
2025-11-13 23:04:51.354,-0.018,-1.002,0.074
2025-11-13 23:04:51.354,-0.022,-1.003,0.071
2025-11-13 23:04:51.354,-0.021,-1.002,0.072
,-0.02,-1.003,0.072
,-0.022,-1.003,0.072
,-0.019,-1.002,0.074
,-0.021,-1.004,0.071
2025-11-13 23:04:51.360,-0.02,-1.003,0.072
2025-11-13 23:04:51.360,-0.022,-1.003,0.072
2025-11-13 23:04:51.360,-0.019,-1.002,0.074
2025-11-13 23:04:51.360,-0.021,-1.004,0.071
,-0.021,-1.004,0.072
,-0.019,-1.001,0.072
,-0.022,-1.003,0.072
,-0.019,-1.002,0.073
2025-11-13 23:04:51.401,-0.021,-1.004,0.072
2025-11-13 23:04:51.401,-0.019,-1.001,0.072
2025-11-13 23:04:51.401,-0.022,-1.003,0.072
2025-11-13 23:04:51.401,-0.019,-1.002,0.073
,-0.021,-1.003,0.072
,-0.022,-1.003,0.072
,-0.019,-1.001,0.073
,-0.021,-1.002,0.071
,-0.021,-1.003,0.071
,-0.021,-1.003,0.071
,-0.022,-1.003,0.072
,-0.019,-1.0,0.073
2025-11-13 23:04:51.503,-0.021,-1.003,0.072
2025-11-13 23:04:51.503,-0.022,-1.003,0.072
2025-11-13 23:04:51.503,-0.019,-1.001,0.073
2025-11-13 23:04:51.503,-0.021,-1.002,0.071
2025-11-13 23:04:51.503,-0.021,-1.003,0.071
2025-11-13 23:04:51.503,-0.021,-1.003,0.071
2025-11-13 23:04:51.503,-0.022,-1.003,0.072
2025-11-13 23:04:51.503,-0.019,-1.0,0.073
,-0.022,-1.002,0.071
,-0.021,-1.005,0.072
,-0.021,-1.002,0.072
,-0.022,-1.003,0.072
2025-11-13 23:04:51.510,-0.022,-1.002,0.071
2025-11-13 23:04:51.510,-0.021,-1.005,0.072
2025-11-13 23:04:51.510,-0.021,-1.002,0.072
2025-11-13 23:04:51.510,-0.022,-1.003,0.072
,-0.02,-1.001,0.073
,-0.021,-1.003,0.071
,-0.022,-1.004,0.072
,-0.019,-1.003,0.072
2025-11-13 23:04:51.545,-0.02,-1.001,0.073
2025-11-13 23:04:51.545,-0.021,-1.003,0.071
2025-11-13 23:04:51.545,-0.022,-1.004,0.072
2025-11-13 23:04:51.545,-0.019,-1.003,0.072
,-0.022,-1.002,0.071
,-0.02,-1.003,0.073
,-0.019,-1.004,0.072
,-0.021,-1.003,0.073
,-0.019,-1.001,0.074
,-0.022,-1.003,0.072
,-0.021,-1.003,0.072
,-0.019,-1.002,0.073
2025-11-13 23:04:51.646,-0.022,-1.002,0.071
2025-11-13 23:04:51.646,-0.02,-1.003,0.073
2025-11-13 23:04:51.646,-0.019,-1.004,0.072
2025-11-13 23:04:51.646,-0.021,-1.003,0.073
2025-11-13 23:04:51.646,-0.019,-1.001,0.074
2025-11-13 23:04:51.646,-0.022,-1.003,0.072
2025-11-13 23:04:51.646,-0.021,-1.003,0.072
2025-11-13 23:04:51.646,-0.019,-1.002,0.073
,-0.022,-1.004,0.071
,-0.019,-1.002,0.073
,-0.022,-1.003,0.072
,-0.021,-1.004,0.073
2025-11-13 23:04:51.664,-0.022,-1.004,0.071
2025-11-13 23:04:51.664,-0.019,-1.002,0.073
2025-11-13 23:04:51.664,-0.022,-1.003,0.072
2025-11-13 23:04:51.664,-0.021,-1.004,0.073
,-0.02,-1.003,0.073
,-0.023,-1.003,0.07
,-0.02,-1.001,0.072
,-0.021,-1.002,0.071
,-0.022,-1.003,0.071
,-0.018,-1.001,0.073
,-0.021,-1.004,0.071
,-0.021,-1.004,0.073
,-0.02,-1.003,0.072
,-0.023,-1.004,0.071
,-0.019,-1.0,0.073
,-0.021,-1.003,0.072
2025-11-13 23:04:51.791,-0.02,-1.003,0.073
2025-11-13 23:04:51.791,-0.023,-1.003,0.07
2025-11-13 23:04:51.791,-0.02,-1.001,0.072
2025-11-13 23:04:51.791,-0.021,-1.002,0.071
2025-11-13 23:04:51.791,-0.022,-1.003,0.071
2025-11-13 23:04:51.791,-0.018,-1.001,0.073
2025-11-13 23:04:51.791,-0.021,-1.004,0.071
2025-11-13 23:04:51.791,-0.021,-1.004,0.073
2025-11-13 23:04:51.791,-0.02,-1.003,0.072
2025-11-13 23:04:51.791,-0.023,-1.004,0.071
2025-11-13 23:04:51.791,-0.019,-1.0,0.073
2025-11-13 23:04:51.791,-0.021,-1.003,0.072
,-0.022,-1.004,0.073
,-0.019,-1.002,0.073
,-0.024,-1.003,0.071
,-0.019,-1.002,0.073
,-0.02,-1.002,0.072
,-0.022,-1.003,0.072
,-0.02,-1.001,0.073
,-0.021,-1.003,0.071
,-0.021,-1.004,0.072
,-0.02,-1.003,0.073
,-0.022,-1.003,0.07
,-0.02,-1.001,0.074
2025-11-13 23:04:51.950,-0.022,-1.004,0.073
2025-11-13 23:04:51.950,-0.019,-1.002,0.073
2025-11-13 23:04:51.950,-0.024,-1.003,0.071
2025-11-13 23:04:51.950,-0.019,-1.002,0.073
2025-11-13 23:04:51.950,-0.02,-1.002,0.072
2025-11-13 23:04:51.950,-0.022,-1.003,0.072
2025-11-13 23:04:51.950,-0.02,-1.001,0.073
2025-11-13 23:04:51.950,-0.021,-1.003,0.071
2025-11-13 23:04:51.950,-0.021,-1.004,0.072
2025-11-13 23:04:51.950,-0.02,-1.003,0.073
2025-11-13 23:04:51.950,-0.022,-1.003,0.07
2025-11-13 23:04:51.950,-0.02,-1.001,0.074
,-0.023,-1.002,0.071
,-0.021,-1.003,0.071
,-0.019,-1.0,0.072
,-0.023,-1.001,0.07
2025-11-13 23:04:51.969,-0.023,-1.002,0.071
2025-11-13 23:04:51.969,-0.021,-1.003,0.071
2025-11-13 23:04:51.969,-0.019,-1.0,0.072
2025-11-13 23:04:51.969,-0.023,-1.001,0.07
,-0.019,-1.001,0.073
,-0.02,-1.001,0.072
,-0.022,-1.004,0.071
,-0.018,-1.001,0.073
,-0.022,-1.001,0.071
,-0.021,-1.002,0.072
,-0.02,-1.003,0.073
,-0.023,-1.004,0.071
,-0.019,-1.001,0.073
,-0.021,-1.001,0.071
,-0.022,-1.002,0.07
,-0.019,-1.002,0.073
2025-11-13 23:04:52.093,-0.019,-1.001,0.073
2025-11-13 23:04:52.093,-0.02,-1.001,0.072
2025-11-13 23:04:52.093,-0.022,-1.004,0.071
2025-11-13 23:04:52.093,-0.018,-1.001,0.073
2025-11-13 23:04:52.093,-0.022,-1.001,0.071
2025-11-13 23:04:52.093,-0.021,-1.002,0.072
2025-11-13 23:04:52.093,-0.02,-1.003,0.073
2025-11-13 23:04:52.093,-0.023,-1.004,0.071
2025-11-13 23:04:52.093,-0.019,-1.001,0.073
2025-11-13 23:04:52.093,-0.021,-1.001,0.071
2025-11-13 23:04:52.093,-0.022,-1.002,0.07
2025-11-13 23:04:52.093,-0.019,-1.002,0.073
,-0.022,-1.003,0.07
,-0.019,-1.002,0.073
,-0.02,-1.002,0.072
,-0.023,-1.005,0.071
2025-11-13 23:04:52.116,-0.022,-1.003,0.07
2025-11-13 23:04:52.116,-0.019,-1.002,0.073
2025-11-13 23:04:52.116,-0.02,-1.002,0.072
2025-11-13 23:04:52.116,-0.023,-1.005,0.071
,-0.018,-1.003,0.074
,-0.022,-1.002,0.071
,-0.021,-1.001,0.072
,-0.02,-1.002,0.074
2025-11-13 23:04:52.144,-0.018,-1.003,0.074
2025-11-13 23:04:52.144,-0.022,-1.002,0.071
2025-11-13 23:04:52.144,-0.021,-1.001,0.072
2025-11-13 23:04:52.144,-0.02,-1.002,0.074
,-0.023,-1.006,0.071
,-0.019,-1.002,0.075
,-0.022,-1.003,0.071
,-0.017,-1.0,0.074
,-0.022,-1.002,0.071
,-0.02,-1.0,0.072
,-0.019,-1.001,0.072
,-0.022,-1.003,0.071
2025-11-13 23:04:52.245,-0.023,-1.006,0.071
2025-11-13 23:04:52.245,-0.019,-1.002,0.075
2025-11-13 23:04:52.245,-0.022,-1.003,0.071
2025-11-13 23:04:52.245,-0.017,-1.0,0.074
2025-11-13 23:04:52.245,-0.022,-1.002,0.071
2025-11-13 23:04:52.245,-0.02,-1.0,0.072
2025-11-13 23:04:52.245,-0.019,-1.001,0.072
2025-11-13 23:04:52.245,-0.022,-1.003,0.071
,-0.019,-1.0,0.074
,-0.022,-1.003,0.072
,-0.021,-1.003,0.072
,-0.018,-1.002,0.073
2025-11-13 23:04:52.265,-0.019,-1.0,0.074
2025-11-13 23:04:52.265,-0.022,-1.003,0.072
2025-11-13 23:04:52.265,-0.021,-1.003,0.072
2025-11-13 23:04:52.265,-0.018,-1.002,0.073
,-0.022,-1.003,0.071
,-0.019,-1.002,0.073
,-0.021,-1.002,0.072
,-0.021,-1.004,0.071
,-0.019,-1.001,0.073
,-0.022,-1.004,0.071
,-0.021,-1.004,0.072
,-0.019,-1.001,0.074
,-0.023,-1.003,0.071
,-0.019,-1.001,0.074
,-0.021,-1.003,0.071
,-0.022,-1.004,0.072
2025-11-13 23:04:52.404,-0.022,-1.003,0.071
2025-11-13 23:04:52.404,-0.019,-1.002,0.073
2025-11-13 23:04:52.404,-0.021,-1.002,0.072
2025-11-13 23:04:52.404,-0.021,-1.004,0.071
2025-11-13 23:04:52.404,-0.019,-1.001,0.073
2025-11-13 23:04:52.404,-0.022,-1.004,0.071
2025-11-13 23:04:52.404,-0.021,-1.004,0.072
2025-11-13 23:04:52.404,-0.019,-1.001,0.074
2025-11-13 23:04:52.404,-0.023,-1.003,0.071
2025-11-13 23:04:52.404,-0.019,-1.001,0.074
2025-11-13 23:04:52.404,-0.021,-1.003,0.071
2025-11-13 23:04:52.404,-0.022,-1.004,0.072
,-0.02,-1.0,0.074
,-0.023,-1.002,0.072
,-0.02,-1.002,0.073
,-0.021,-1.003,0.072
,-0.023,-1.003,0.071
,-0.019,-0.999,0.074
,-0.022,-1.002,0.073
,-0.021,-1.001,0.072
,-0.019,-1.001,0.073
,-0.023,-1.002,0.07
,-0.02,-1.0,0.073
,-0.021,-1.003,0.072
2025-11-13 23:04:52.552,-0.02,-1.0,0.074
2025-11-13 23:04:52.552,-0.023,-1.002,0.072
2025-11-13 23:04:52.552,-0.02,-1.002,0.073
2025-11-13 23:04:52.552,-0.021,-1.003,0.072
2025-11-13 23:04:52.552,-0.023,-1.003,0.071
2025-11-13 23:04:52.552,-0.019,-0.999,0.074
2025-11-13 23:04:52.552,-0.022,-1.002,0.073
2025-11-13 23:04:52.552,-0.021,-1.001,0.072
2025-11-13 23:04:52.552,-0.019,-1.001,0.073
2025-11-13 23:04:52.552,-0.023,-1.002,0.07
2025-11-13 23:04:52.553,-0.02,-1.0,0.073
2025-11-13 23:04:52.553,-0.021,-1.003,0.072
,-0.023,-1.003,0.071
,-0.018,-1.001,0.074
,-0.023,-1.003,0.072
,-0.02,-1.003,0.072
2025-11-13 23:04:52.560,-0.023,-1.003,0.071
2025-11-13 23:04:52.560,-0.018,-1.001,0.074
2025-11-13 23:04:52.560,-0.023,-1.003,0.072
2025-11-13 23:04:52.560,-0.02,-1.003,0.072
,-0.019,-1.002,0.073
,-0.022,-1.002,0.07
,-0.019,-1.001,0.073
,-0.021,-1.002,0.071
2025-11-13 23:04:52.592,-0.019,-1.002,0.073
2025-11-13 23:04:52.592,-0.022,-1.002,0.07
2025-11-13 23:04:52.592,-0.019,-1.001,0.073
2025-11-13 23:04:52.592,-0.021,-1.002,0.071
,-0.021,-1.003,0.071
,-0.017,-1.001,0.073
,-0.022,-1.003,0.07
,-0.02,-1.001,0.073
,-0.019,-1.003,0.072
,-0.022,-1.004,0.071
,-0.019,-1.002,0.074
,-0.021,-1.002,0.071
2025-11-13 23:04:52.698,-0.021,-1.003,0.071
2025-11-13 23:04:52.698,-0.017,-1.001,0.073
2025-11-13 23:04:52.698,-0.022,-1.003,0.07
2025-11-13 23:04:52.698,-0.02,-1.001,0.073
2025-11-13 23:04:52.698,-0.019,-1.003,0.072
2025-11-13 23:04:52.698,-0.022,-1.004,0.071
2025-11-13 23:04:52.698,-0.019,-1.002,0.074
2025-11-13 23:04:52.698,-0.021,-1.002,0.071
,-0.021,-1.002,0.071
,-0.018,-1.002,0.074
,-0.022,-1.002,0.071
,-0.02,-1.003,0.073
2025-11-13 23:04:52.710,-0.021,-1.002,0.071
2025-11-13 23:04:52.710,-0.018,-1.002,0.074
2025-11-13 23:04:52.710,-0.022,-1.002,0.071
2025-11-13 23:04:52.710,-0.02,-1.003,0.073
,-0.021,-1.002,0.072
,-0.022,-1.004,0.072
,-0.019,-1.001,0.074
,-0.022,-1.003,0.071
,-0.022,-1.004,0.072
,-0.019,-1.001,0.074
,-0.024,-1.003,0.07
,-0.02,-1.0,0.073
,-0.021,-1.002,0.072
,-0.023,-1.002,0.072
,-0.019,-1.001,0.073
,-0.022,-1.002,0.072
2025-11-13 23:04:52.843,-0.021,-1.002,0.072
2025-11-13 23:04:52.843,-0.022,-1.004,0.072
2025-11-13 23:04:52.843,-0.019,-1.001,0.074
2025-11-13 23:04:52.843,-0.022,-1.003,0.071
2025-11-13 23:04:52.843,-0.022,-1.004,0.072
2025-11-13 23:04:52.843,-0.019,-1.001,0.074
2025-11-13 23:04:52.843,-0.024,-1.003,0.07
2025-11-13 23:04:52.843,-0.02,-1.0,0.073
2025-11-13 23:04:52.843,-0.021,-1.002,0.072
2025-11-13 23:04:52.843,-0.023,-1.002,0.072
2025-11-13 23:04:52.844,-0.019,-1.001,0.073
2025-11-13 23:04:52.844,-0.022,-1.002,0.072
,-0.021,-1.001,0.072
,-0.02,-1.0,0.073
,-0.023,-1.003,0.07
,-0.019,-1.001,0.073
,-0.021,-1.001,0.071
,-0.022,-1.002,0.073
,-0.019,-1.0,0.074
,-0.023,-1.002,0.071
,-0.021,-1.0,0.072
,-0.02,-1.0,0.073
,-0.024,-1.003,0.072
,-0.019,-1.003,0.074
2025-11-13 23:04:52.991,-0.021,-1.001,0.072
2025-11-13 23:04:52.991,-0.02,-1.0,0.073
2025-11-13 23:04:52.991,-0.023,-1.003,0.07
2025-11-13 23:04:52.991,-0.019,-1.001,0.073
2025-11-13 23:04:52.991,-0.021,-1.001,0.071
2025-11-13 23:04:52.991,-0.022,-1.002,0.073
2025-11-13 23:04:52.991,-0.019,-1.0,0.074
2025-11-13 23:04:52.991,-0.023,-1.002,0.071
2025-11-13 23:04:52.991,-0.021,-1.0,0.072
2025-11-13 23:04:52.991,-0.02,-1.0,0.073
2025-11-13 23:04:52.991,-0.024,-1.003,0.072
2025-11-13 23:04:52.991,-0.019,-1.003,0.074
,-0.021,-1.004,0.07
,-0.021,-1.003,0.072
,-0.018,-1.0,0.075
,-0.023,-1.004,0.071
2025-11-13 23:04:53.021,-0.021,-1.004,0.07
2025-11-13 23:04:53.021,-0.021,-1.003,0.072
2025-11-13 23:04:53.021,-0.018,-1.0,0.075
2025-11-13 23:04:53.021,-0.023,-1.004,0.071
,-0.021,-1.002,0.073
,-0.021,-1.002,0.072
,-0.022,-1.001,0.071
,-0.019,-1.0,0.073
,-0.023,-1.003,0.071
,-0.022,-1.002,0.072
,-0.019,-1.001,0.074
,-0.023,-1.002,0.07
,-0.019,-1.002,0.072
,-0.02,-1.002,0.072
,-0.022,-1.004,0.071
,-0.017,-1.001,0.074
2025-11-13 23:04:53.143,-0.021,-1.002,0.073
2025-11-13 23:04:53.143,-0.021,-1.002,0.072
2025-11-13 23:04:53.143,-0.022,-1.001,0.071
2025-11-13 23:04:53.143,-0.019,-1.0,0.073
2025-11-13 23:04:53.143,-0.023,-1.003,0.071
2025-11-13 23:04:53.143,-0.022,-1.002,0.072
2025-11-13 23:04:53.143,-0.019,-1.001,0.074
2025-11-13 23:04:53.143,-0.023,-1.002,0.07
2025-11-13 23:04:53.143,-0.019,-1.002,0.072
2025-11-13 23:04:53.143,-0.02,-1.002,0.072
2025-11-13 23:04:53.143,-0.022,-1.004,0.071
2025-11-13 23:04:53.143,-0.017,-1.001,0.074
,-0.022,-1.002,0.071
,-0.022,-1.003,0.071
,-0.018,-1.002,0.073
,-0.022,-1.004,0.07
2025-11-13 23:04:53.160,-0.022,-1.002,0.071
2025-11-13 23:04:53.160,-0.022,-1.003,0.071
2025-11-13 23:04:53.160,-0.018,-1.002,0.073
2025-11-13 23:04:53.160,-0.022,-1.004,0.07
,-0.019,-1.003,0.073
,-0.021,-1.002,0.071
,-0.023,-1.004,0.07
,-0.017,-1.002,0.073
,-0.023,-1.002,0.071
,-0.022,-1.003,0.072
,-0.019,-1.002,0.073
,-0.023,-1.004,0.07
,-0.02,-1.002,0.073
,-0.021,-1.001,0.071
,-0.022,-1.005,0.071
,-0.018,-1.003,0.074
2025-11-13 23:04:53.301,-0.019,-1.003,0.073
2025-11-13 23:04:53.301,-0.021,-1.002,0.071
2025-11-13 23:04:53.301,-0.023,-1.004,0.07
2025-11-13 23:04:53.301,-0.017,-1.002,0.073
2025-11-13 23:04:53.301,-0.023,-1.002,0.071
2025-11-13 23:04:53.301,-0.022,-1.003,0.072
2025-11-13 23:04:53.301,-0.019,-1.002,0.073
2025-11-13 23:04:53.301,-0.023,-1.004,0.07
2025-11-13 23:04:53.301,-0.02,-1.002,0.073
2025-11-13 23:04:53.301,-0.021,-1.001,0.071
2025-11-13 23:04:53.301,-0.022,-1.005,0.071
2025-11-13 23:04:53.301,-0.018,-1.003,0.074
,-0.023,-1.005,0.071
,-0.023,-1.002,0.073
,-0.02,-1.001,0.074
,-0.024,-1.003,0.071
2025-11-13 23:04:53.310,-0.023,-1.005,0.071
2025-11-13 23:04:53.310,-0.023,-1.002,0.073
2025-11-13 23:04:53.310,-0.02,-1.001,0.074
2025-11-13 23:04:53.310,-0.024,-1.003,0.071
,-0.019,-1.004,0.074
,-0.021,-1.002,0.072
,-0.023,-1.001,0.071
,-0.019,-1.0,0.074
,-0.022,-1.003,0.071
